batch,time,Aeration Rate,Agitator Power,Substrate Feed Flowrate,Dissolved oxygen volume fraction,Culture Volume,Carbon Dioxide Concentration,ph,Fermentor Temperature,Generated Heat,Cooling water flow rate,Penicillin concentration
1,2024/1/26 3:00,8.8147,30.812,0.039762,1.1099,50.823,2.2032,5.635,298.02,34464,13.794,0.27161
1,2024/1/26 3:30,8.8147,30.812,0.039762,1.1073,50.85,2.2589,5.3852,298.02,34843,14.027,0.2772
1,2024/1/26 4:00,8.8147,30.812,0.039762,1.1152,50.877,2.3248,5.642,298.02,35220,14.259,0.28279
1,2024/1/26 4:30,8.8147,30.812,0.039762,1.1102,50.905,2.216,5.3916,298.02,35593,14.487,0.28848
1,2024/1/26 5:00,8.8147,30.812,0.039762,1.1083,50.932,2.2401,5.649,298.02,35964,14.716,0.29417
1,2024/1/26 5:30,8.8147,30.812,0.039762,1.1058,50.959,2.2088,5.398,298.02,36330,14.944,0.29996
1,2024/1/26 6:00,8.8147,30.812,0.039762,1.1041,50.986,2.3629,5.656,298.02,36695,15.173,0.30575
1,2024/1/26 6:30,8.8147,30.812,0.039762,1.1021,51.013,2.2769,5.4044,298.02,37055,15.403,0.31163
1,2024/1/26 7:00,8.8147,30.812,0.039762,1.1058,51.04,2.2695,5.663,298.02,37414,15.635,0.3175
1,2024/1/26 7:30,8.8147,30.812,0.039762,1.1038,51.067,2.4482,5.4108,298.02,37768,15.866,0.32346
1,2024/1/26 8:00,8.8147,30.812,0.039762,1.1083,51.094,2.381,5.67,298.02,38121,16.097,0.32942
1,2024/1/26 8:30,8.8147,30.812,0.039762,1.1055,51.121,2.3916,5.4172,298.02,38469,16.326,0.33546
1,2024/1/26 9:00,8.8147,30.812,0.039762,1.1111,51.149,2.3028,5.6771,298.02,38816,16.555,0.34149
1,2024/1/26 9:30,8.8147,30.812,0.039762,1.1105,51.176,2.4067,5.4236,298.02,39158,16.782,0.34761
1,2024/1/26 10:00,8.8147,30.812,0.039762,1.1063,51.203,2.4279,5.6841,298.02,39499,17.008,0.35372
1,2024/1/26 10:30,8.8147,30.812,0.039762,1.105,51.23,2.3453,5.43,298.02,39835,17.232,0.35991
1,2024/1/26 11:00,8.8147,30.812,0.039762,1.1085,51.257,2.4138,5.6912,298.02,40170,17.455,0.36608
1,2024/1/26 11:30,8.8147,30.812,0.039762,1.1021,51.284,2.4184,5.4364,298.02,40501,17.677,0.37234
1,2024/1/26 12:00,8.8147,30.812,0.039762,1.1067,51.311,2.4907,5.6983,298.02,40830,17.899,0.37857
1,2024/1/26 12:30,8.8147,30.812,0.039762,1.1028,51.338,2.4122,5.4428,298.02,41155,18.119,0.3849
1,2024/1/26 13:00,8.8147,30.812,0.039762,1.1032,51.365,2.5552,5.7054,298.02,41479,18.34,0.39119
1,2024/1/26 13:30,8.8147,30.812,0.039762,1.1027,51.392,2.6125,5.4493,298.02,41798,18.559,0.39758
1,2024/1/26 14:00,8.8147,30.812,0.039762,1.1058,51.419,2.5,5.7125,298.02,42116,18.779,0.40393
1,2024/1/26 14:30,8.8147,30.812,0.039762,1.1018,51.446,2.5326,5.4557,298.02,42430,18.996,0.41037
1,2024/1/26 15:00,8.8147,30.812,0.039762,1.1005,51.473,2.5786,5.7197,298.02,42742,19.214,0.41678
1,2024/1/26 15:30,8.8147,30.812,0.039762,1.1053,51.5,2.6355,5.4621,298.02,43050,19.43,0.42328
1,2024/1/26 16:00,8.8147,30.812,0.039762,1.1021,51.527,2.6082,5.7268,298.02,43357,19.645,0.42974
1,2024/1/26 16:30,8.8147,30.812,0.039762,1.1045,51.554,2.6147,5.4686,298.02,43660,19.858,0.43629
1,2024/1/26 17:00,8.8147,30.812,0.039762,1.102,51.581,2.5751,5.734,298.02,43962,20.071,0.4428
1,2024/1/26 17:30,8.8147,30.812,0.039762,1.1038,51.608,2.6043,5.475,298.02,44259,20.282,0.4494
1,2024/1/26 18:00,8.8147,30.812,0.039762,1.0954,51.635,2.6696,5.7412,298.01,44556,20.493,0.45596
1,2024/1/26 18:30,8.8147,30.812,0.039762,1.104,51.662,2.7484,5.4815,298.01,44848,20.702,0.4626
1,2024/1/26 19:00,8.8147,30.812,0.039762,1.1074,51.689,2.6939,5.7484,298.01,45139,20.911,0.46921
1,2024/1/26 19:30,8.8147,30.812,0.039762,1.105,51.716,2.599,5.4879,298.01,45426,21.118,0.4759
1,2024/1/26 20:00,8.8147,30.812,0.039762,1.1048,51.743,2.7123,5.7556,298.01,45712,21.324,0.48255
1,2024/1/26 20:30,8.8147,30.812,0.039762,1.1015,51.77,2.6933,5.4944,298.01,45994,21.529,0.48929
1,2024/1/26 21:00,8.8147,30.812,0.039762,1.1021,51.797,2.6971,5.7629,298.01,46274,21.734,0.49598
1,2024/1/26 21:30,8.8147,30.812,0.039762,1.1021,51.823,2.7114,5.5009,298.01,46551,21.936,0.50276
1,2024/1/26 22:00,8.8147,30.812,0.039762,1.102,51.85,2.6839,5.7702,298.01,46827,22.138,0.5095
1,2024/1/26 22:30,8.8147,30.812,0.039762,1.0985,51.877,2.7306,5.5074,298.01,47098,22.339,0.51632
1,2024/1/26 23:00,8.8147,30.812,0.039762,1.1011,51.904,2.7148,5.7775,298.01,47369,22.539,0.52309
1,2024/1/26 23:30,8.8147,30.812,0.039762,1.1028,51.931,2.7528,5.5138,298.01,47636,22.737,0.52995
1,2024/1/27 0:00,8.8147,30.812,0.039762,1.0992,51.958,2.7945,5.7848,298.01,47901,22.934,0.53677
1,2024/1/27 0:30,8.8147,30.812,0.039762,1.1034,51.985,2.8101,5.5204,298.01,48163,23.13,0.54366
1,2024/1/27 1:00,8.8147,30.812,0.039762,1.1074,52.012,2.7983,5.7921,298.01,48424,23.325,0.55052
1,2024/1/27 1:30,8.8147,30.812,0.039762,1.0968,52.038,2.8141,5.5269,298.01,48681,23.518,0.55745
1,2024/1/27 2:00,8.8147,30.812,0.039762,1.1002,52.065,2.8372,5.7995,298.01,48937,23.711,0.56435
1,2024/1/27 2:30,8.8147,30.812,0.039762,1.0966,52.092,2.8748,5.5334,298.01,49189,23.902,0.57132
1,2024/1/27 3:00,8.8147,30.812,0.039762,1.1029,52.119,2.9366,5.8069,298.01,49440,24.092,0.57824
1,2024/1/27 3:30,8.8147,30.812,0.039762,1.105,52.146,2.9077,5.5399,298.01,49688,24.28,0.58525
1,2024/1/27 4:00,8.8147,30.812,0.039762,1.0969,52.173,2.8637,5.8143,298.01,49934,24.468,0.59222
1,2024/1/27 4:30,8.8147,30.812,0.039762,1.1053,52.199,2.9289,5.5465,298.01,50177,24.654,0.59926
1,2024/1/27 5:00,8.8147,30.812,0.039762,1.096,52.226,2.8885,5.8217,298.01,50419,24.84,0.60626
1,2024/1/27 5:30,8.8147,30.812,0.039762,1.1005,52.253,2.8059,5.553,298.01,50657,25.023,0.61333
1,2024/1/27 6:00,8.8147,30.812,0.039762,1.1018,52.28,2.7822,5.8292,298.01,50894,25.206,0.62037
1,2024/1/27 6:30,8.8147,30.812,0.039762,1.1001,52.307,2.8316,5.5596,298.01,51128,25.387,0.62748
1,2024/1/27 7:00,8.8147,30.812,0.039762,1.1051,52.334,2.9324,5.8367,298.01,51360,25.567,0.63454
1,2024/1/27 7:30,8.8147,30.812,0.039762,1.1069,52.36,2.9196,5.5662,298.01,51590,25.746,0.64169
1,2024/1/27 8:00,8.8147,30.812,0.039762,1.0987,52.387,2.9239,5.8442,298.01,51818,25.924,0.64878
1,2024/1/27 8:30,8.8147,30.812,0.039762,1.0936,52.414,2.9807,5.5727,298.01,52043,26.1,0.65596
1,2024/1/27 9:00,8.8147,30.812,0.039762,1.097,52.441,2.9482,5.8518,298.01,52266,26.275,0.66309
1,2024/1/27 9:30,8.8147,30.812,0.039762,1.0964,52.467,2.9601,5.5793,298.01,52487,26.449,0.6703
1,2024/1/27 10:00,8.8147,30.812,0.039762,1.0958,52.494,3.0458,5.8594,298.01,52706,26.621,0.67746
1,2024/1/27 10:30,8.8147,30.812,0.039762,1.0952,52.521,3.0662,5.586,298.01,52922,26.792,0.68471
1,2024/1/27 11:00,8.8147,30.812,0.039762,1.0985,52.548,3.177,5.867,298.01,53137,26.962,0.6919
1,2024/1/27 11:30,8.8147,30.812,0.039762,1.1039,52.574,3.0565,5.5926,298.01,53348,27.131,0.69917
1,2024/1/27 12:00,8.8147,30.812,0.039762,1.0954,52.601,3.0513,5.8746,298.01,53559,27.298,0.7064
1,2024/1/27 12:30,8.8147,30.812,0.039762,1.0973,52.628,3.0222,5.5992,298.01,53767,27.464,0.7137
1,2024/1/27 13:00,8.8147,30.812,0.039762,1.1009,52.655,3.0547,5.8823,298.01,53973,27.629,0.72095
1,2024/1/27 13:30,8.8147,30.812,0.039762,1.1015,52.681,3.0729,5.6059,298.01,54176,27.792,0.72829
1,2024/1/27 14:00,8.8147,30.812,0.039762,1.0994,52.708,2.9781,5.89,298.01,54378,27.954,0.73557
1,2024/1/27 14:30,8.8147,30.812,0.039762,1.0999,52.734,3.0786,5.6125,298.01,54578,28.115,0.74294
1,2024/1/27 15:00,8.8147,30.812,0.039762,1.0998,52.761,3.1491,5.8978,298.01,54776,28.275,0.75025
1,2024/1/27 15:30,8.8147,30.812,0.039762,1.0966,52.788,3.0774,5.6192,298.01,54971,28.433,0.75765
1,2024/1/27 16:00,8.8147,30.812,0.039762,1.0986,52.815,3.1513,5.9055,298.01,55165,28.59,0.76499
1,2024/1/27 16:30,8.8147,30.812,0.039762,1.0968,52.841,3.1903,5.6259,298.01,55356,28.745,0.77242
1,2024/1/27 17:00,8.8147,30.812,0.039762,1.0957,52.868,3.2042,5.9134,298.01,55546,28.9,0.77979
1,2024/1/27 17:30,8.8147,30.812,0.039762,1.1,52.894,3.1944,5.6326,298.01,55733,29.053,0.78725
1,2024/1/27 18:00,8.8147,30.812,0.039762,1.0983,52.921,3.0177,5.9212,298.01,55919,29.205,0.79465
1,2024/1/27 18:30,8.8147,30.812,0.039762,1.0978,52.948,3.1294,5.6393,298.01,56102,29.355,0.80213
1,2024/1/27 19:00,8.8147,30.812,0.039762,1.0985,52.974,3.2271,5.9291,298.01,56284,29.504,0.80956
1,2024/1/27 19:30,8.8147,30.812,0.039762,1.1,53.001,3.2044,5.6461,298.01,56463,29.652,0.81707
1,2024/1/27 20:00,8.8147,30.812,0.039762,1.098,53.028,3.1887,5.937,298.01,56641,29.798,0.82454
1,2024/1/27 20:30,8.8147,30.812,0.039762,1.0973,53.054,3.223,5.6528,298.01,56816,29.943,0.83207
1,2024/1/27 21:00,8.8147,30.812,0.039762,1.0972,53.081,3.2732,5.945,298.01,56990,30.087,0.83956
1,2024/1/27 21:30,8.8147,30.812,0.039762,1.0969,53.107,3.2215,5.6596,298.01,57162,30.23,0.84713
1,2024/1/27 22:00,8.8147,30.812,0.039762,1.0941,53.134,3.1736,5.953,298.01,57332,30.371,0.85465
1,2024/1/27 22:30,8.8147,30.812,0.039762,1.0989,53.161,3.2165,5.6664,298.01,57500,30.511,0.86225
1,2024/1/27 23:00,8.8147,30.812,0.039762,1.1001,53.187,3.2224,5.961,298.01,57667,30.65,0.86979
1,2024/1/27 23:30,8.8147,30.812,0.039762,1.0953,53.214,3.2972,5.6732,298.01,57831,30.787,0.87741
1,2024/1/28 0:00,8.8147,30.812,0.039762,1.1015,53.24,3.275,5.9691,298.01,57994,30.923,0.88499
1,2024/1/28 0:30,8.8147,30.812,0.039762,1.0964,53.267,3.2906,5.68,298.01,58154,31.058,0.89264
1,2024/1/28 1:00,8.8147,30.812,0.039762,1.095,53.294,3.2734,5.9773,298.01,58314,31.191,0.90024
1,2024/1/28 1:30,8.8147,30.812,0.039762,1.0938,53.32,3.2494,5.6869,298.01,58470,31.323,0.90792
1,2024/1/28 2:00,8.8147,30.812,0.039762,1.0935,53.347,3.2823,5.9854,298.01,58626,31.454,0.91554
1,2024/1/28 2:30,8.8147,30.812,0.039762,1.0937,53.373,3.2987,5.6937,298.01,58779,31.584,0.92325
1,2024/1/28 3:00,8.8147,30.812,0.039762,1.0966,53.4,3.2071,5.9937,298.01,58931,31.712,0.9309
1,2024/1/28 3:30,8.8147,30.812,0.039762,1.1008,53.426,3.3101,5.7006,298.01,59081,31.839,0.93863
1,2024/1/28 4:00,8.8147,30.812,0.039762,1.0968,53.453,3.3625,6.0019,298.01,59229,31.965,0.94632
1,2024/1/28 4:30,8.8147,30.812,0.039762,1.0984,53.479,3.3058,5.7075,298.01,59376,32.089,0.95407
1,2024/1/28 5:00,8.8147,30.812,0.039762,1.099,53.506,3.415,6.0102,298.01,59520,32.212,0.96178
1,2024/1/28 5:30,8.8147,30.812,0.039762,1.0889,53.532,3.3597,5.7144,298.01,59663,32.334,0.96956
1,2024/1/28 6:00,8.8147,30.812,0.039762,1.0946,53.559,3.3063,6.0186,298.01,59805,32.454,0.9773
1,2024/1/28 6:30,8.8147,30.812,0.039762,1.0968,53.585,3.3288,5.7213,298.01,59944,32.574,0.9851
1,2024/1/28 7:00,8.8147,30.812,0.039762,1.0969,53.612,3.3277,6.027,298.01,60082,32.692,0.99286
1,2024/1/28 7:30,8.8147,30.812,0.039762,1.0921,53.638,3.3653,5.7283,298.01,60218,32.808,1.0007
1,2024/1/28 8:00,8.8147,30.812,0.039762,1.0919,53.665,3.4027,6.0355,298.01,60353,32.924,1.0085
1,2024/1/28 8:30,8.8147,30.812,0.039762,1.0979,53.691,3.3449,5.7352,298.01,60485,33.038,1.0163
1,2024/1/28 9:00,8.8147,30.812,0.039762,1.0941,53.717,3.3966,6.044,298.01,60616,33.151,1.0242
1,2024/1/28 9:30,8.8147,30.812,0.039762,1.0974,53.744,3.4815,5.7422,298.01,60746,33.262,1.032
1,2024/1/28 10:00,8.8147,30.812,0.039762,1.0919,53.77,3.437,6.0526,298.01,60874,33.373,1.0399
1,2024/1/28 10:30,8.8147,30.812,0.039762,1.0909,53.797,3.4362,5.7492,298.01,61000,33.482,1.0478
1,2024/1/28 11:00,8.8147,30.812,0.039762,1.0963,53.823,3.3418,6.0612,298.01,61124,33.59,1.0556
1,2024/1/28 11:30,8.8147,30.812,0.039762,1.0988,53.849,3.3645,5.7563,298.01,61247,33.696,1.0636
1,2024/1/28 12:00,8.8147,30.812,0.039762,1.0977,53.876,3.4173,6.0699,298.01,61369,33.801,1.0714
1,2024/1/28 12:30,8.8147,30.812,0.039762,1.0892,53.902,3.4018,5.7633,298.01,61488,33.905,1.0794
1,2024/1/28 13:00,8.8147,30.812,0.039762,1.0903,53.929,3.3141,6.0787,298.01,61607,34.008,1.0873
1,2024/1/28 13:30,8.8147,30.812,0.039762,1.0922,53.955,3.3261,5.7704,298.01,61723,34.11,1.0953
1,2024/1/28 14:00,8.8147,30.812,0.039762,1.0955,53.982,3.4863,6.0875,298.01,61838,34.21,1.1032
1,2024/1/28 14:30,8.8147,30.812,0.039762,1.0929,54.008,3.3825,5.7775,298.01,61952,34.309,1.1112
1,2024/1/28 15:00,8.8147,30.812,0.039762,1.0973,54.034,3.5606,6.0963,298.01,62064,34.407,1.1192
1,2024/1/28 15:30,8.8147,30.812,0.039762,1.0908,54.061,3.3032,5.7846,298.01,62174,34.504,1.1272
1,2024/1/28 16:00,8.8147,30.812,0.039762,1.0887,54.087,3.4711,6.1053,298.01,62283,34.599,1.1352
1,2024/1/28 16:30,8.8147,30.812,0.039762,1.0955,54.113,3.4485,5.7918,298.01,62390,34.694,1.1432
1,2024/1/28 17:00,8.8147,30.812,0.039762,1.0965,54.14,3.4071,6.1142,298.01,62496,34.787,1.1512
1,2024/1/28 17:30,8.8147,30.812,0.039762,1.0921,54.166,3.4826,5.7989,298.01,62600,34.878,1.1593
1,2024/1/28 18:00,8.8147,30.812,0.039762,1.0895,54.192,3.4142,6.1233,298.01,62703,34.969,1.1673
1,2024/1/28 18:30,8.8147,30.812,0.039762,1.094,54.219,3.5196,5.8061,298.01,62805,35.058,1.1754
1,2024/1/28 19:00,8.8147,30.812,0.039762,1.0887,54.245,3.4757,6.1324,298.01,62905,35.146,1.1834
1,2024/1/28 19:30,8.8147,30.812,0.039762,1.0948,54.271,3.376,5.8134,298.01,63003,35.233,1.1915
1,2024/1/28 20:00,8.8147,30.812,0.039762,1.0956,54.298,3.3325,6.1416,298.01,63100,35.319,1.1996
1,2024/1/28 20:30,8.8147,30.812,0.039762,1.0962,54.324,3.4674,5.8206,298.01,63195,35.404,1.2077
1,2024/1/28 21:00,8.8147,30.812,0.039762,1.0888,54.35,3.5588,6.1509,298.01,63289,35.487,1.2158
1,2024/1/28 21:30,8.8147,30.812,0.039762,1.092,54.376,3.5041,5.8279,298.01,63382,35.569,1.2239
1,2024/1/28 22:00,8.8147,30.812,0.039762,1.094,54.403,3.5005,6.1603,298.01,63473,35.65,1.232
1,2024/1/28 22:30,8.8147,30.812,0.039762,1.0985,54.429,3.5432,5.8352,298.01,63563,35.73,1.2402
1,2024/1/28 23:00,8.8147,30.812,0.039762,1.0971,54.455,3.4202,6.1697,298.01,63651,35.809,1.2483
1,2024/1/28 23:30,8.8147,30.812,0.039762,1.093,54.482,3.596,5.8425,298.01,63738,35.886,1.2565
1,2024/1/29 0:00,8.8147,30.812,0.039762,1.0981,54.508,3.4584,6.1792,298.01,63824,35.963,1.2646
1,2024/1/29 0:30,8.8147,30.812,0.039762,1.0904,54.534,3.519,5.8498,298.01,63908,36.038,1.2728
1,2024/1/29 1:00,8.8147,30.812,0.039762,1.0934,54.56,3.4983,6.1888,298.01,63991,36.112,1.2809
1,2024/1/29 1:30,8.8147,30.812,0.039762,1.0971,54.587,3.5332,5.8572,298.01,64073,36.185,1.2891
